flightNumber;plane;dep_date;dep_time;dep_airport_name;dep_airport_code;dep_weather_min;dep_weather_max;dep_weather_desc;dep_door;arr_date;arr_time;arr_airport_name;arr_weather_min;arr_weather_max;arr_weather_desc;arr_belt;new_dep_status;new_arr_status;time_difference;time_difference_minutes;delayed
VLG1303; 32A;13/04/18;8:35;ALICANTE-ELCHE;ALC;11;18;Nubosidad variable;C43;13/04/18;9:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;8;Despego;Aterrizo;0 days 00:59:00;59;1
AEA4025; ATR-72;13/04/18;8:35;ALICANTE-ELCHE;ALC;11;18;Nubosidad variable;C42;13/04/18;9:45;PALMA DE MALLORCA;12;17;Lluvia;12;Despego;Aterrizo;0 days 01:02:00;62;0
IBE0514; AIRBUS A319;13/04/18;7:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;H28;13/04/18;8:45;A CORUÑA;10;15;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:16:00;76;0
VLG3935; AIRBUS A320;13/04/18;8:40;PALMA DE MALLORCA;PMI;12;17;Lluvia;D88;13/04/18;9:45;ALICANTE-ELCHE;11;18;Nubosidad variable;10A;Despego;Aterrizo;0 days 00:59:00;59;0
VLG1312; AIRBUS A320;13/04/18;8:55;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B47;13/04/18;10:05;ALICANTE-ELCHE;11;18;Nubosidad variable;9B;Despego;Aterrizo;0 days 01:03:00;63;0
IBE8931; CANADAIR CRJ-200;13/04/18;8:40;SEVILLA;SVQ;8;17;Lluvia;K2;13/04/18;9:35;ALMERIA;8;17;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:44:00;44;0
IBE8594; BOMBARDIER CRJ-1000;13/04/18;9:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K95;13/04/18;10:10;ALMERIA;8;17;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:09:00;69;0
IBB604; ATR-42/72;13/04/18;8:00;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;5;13/04/18;8:30;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:34:00;34;0
IBB606; ATR-72;13/04/18;8:30;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;4;13/04/18;9:00;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:32:00;32;0
IBB304; ATR-42/72;13/04/18;8:40;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;6;13/04/18;9:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;12;Despego;Aterrizo;0 days 00:45:00;45;0
CNF413; ATR-72;13/04/18;8:50;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;9;13/04/18;9:20;TENERIFE NORTE;17;22;Nubosidad variable;1;Despego;Aterrizo;0 days 00:31:00;31;0
IBB608; ATR-42/72;13/04/18;9:00;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;5;13/04/18;9:30;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:31:00;31;0
IBE8330; CANADAIR CRJ-200;13/04/18;9:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K80;13/04/18;10:15;BADAJOZ;6;16;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:54:00;54;0
IBE0531; AIRBUS A319;13/04/18;9:25;VIGO;VGO;6;15;Chubascos dispersos;5;13/04/18;10:40;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;14;Despego;Aterrizo;0 days 01:09:00;69;0
AEA4004; EMBRAER ERJ-195;13/04/18;9:00;VALENCIA;VLC;11;21;Nubosidad variable;C10;13/04/18;9:55;PALMA DE MALLORCA;12;17;Lluvia;14;Despego;Aterrizo;0 days 01:06:00;66;0
VOE3583; BOEING 717;13/04/18;9:20;VALENCIA;VLC;11;21;Nubosidad variable;D13;13/04/18;10:45;ASTURIAS;8;14;Lluvia;3;Despego;Aterrizo;0 days 01:14:00;74;0
IBE8993; BOMBARDIER CRJ-1000;13/04/18;9:40;VALENCIA;VLC;11;21;Nubosidad variable;R55;13/04/18;10:40;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;7;Despego;Aterrizo;0 days 00:45:00;45;0
CPA1870; BOMBARDIER CRJ-1000;13/04/18;9:40;VALENCIA;VLC;11;21;Nubosidad variable;R55;13/04/18;10:40;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;7;Despego;Aterrizo;0 days 00:45:00;45;0
IBE8986; CANADAIR CRJ-900;13/04/18;8:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K84;13/04/18;9:45;VALENCIA;11;21;Nubosidad variable;3;Despego;Aterrizo;0 days 00:53:00;53;1
IBE8530; BOMBARDIER CRJ-1000;13/04/18;9:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K89;13/04/18;9:55;PAMPLONA;5;15;Lluvia moderada;1;Despego;Aterrizo;0 days 00:55:00;55;1
VLG1574; AIRBUS A320;13/04/18;9:05;ASTURIAS;OVD;8;14;Lluvia;7;13/04/18;10:30;BARCELONA-EL PRAT;12;17;Lluvia moderada;2;Despego;Aterrizo;0 days 01:18:00;78;1
IBE0479; AIRBUS A321;13/04/18;9:20;ASTURIAS;OVD;8;14;Lluvia;8;13/04/18;10:30;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;11;Despego;Aterrizo;0 days 01:01:00;61;1
IBS3877; AIRBUS A320;13/04/18;9:15;SANTIAGO;SCQ;10;15;Chubascos dispersos;3;13/04/18;10:30;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;16;Despego;Aterrizo;0 days 01:09:00;69;0
VLG2487; AIRBUS A319;13/04/18;8:35;SAN SEBASTIAN;EAS;9;15;Lluvia;2;13/04/18;9:40;BARCELONA-EL PRAT;12;17;Lluvia moderada;7;Despego;Aterrizo;0 days 01:00:00;60;1
IBB656; ATR-72;13/04/18;8:55;EL HIERRO;VDE;14;17;Chubascos dispersos;2;13/04/18;9:35;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:39:00;39;1
IBB655; ATR-72;13/04/18;7:55;TENERIFE NORTE;TFN;17;22;Nubosidad variable;3;13/04/18;8:30;EL HIERRO;14;17;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:37:00;37;1
HTY222; AWH;13/04/18;9:15;MALAGA-COSTA DEL SOL;AGP;8;16;Chubascos dispersos;D47;13/04/18;9:40;CEUTA;11;17;Lluvia; - ;Despego;Aterrizo;0 days 00:29:00;29;0
AEA5001; ATR-72;13/04/18;9:20;MALAGA-COSTA DEL SOL;AGP;8;16;Chubascos dispersos;D65;13/04/18;10:05;MELILLA;12;18;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:40:00;40;0
IBE8262; ATR-72;13/04/18;9:20;MALAGA-COSTA DEL SOL;AGP;8;16;Chubascos dispersos;D45;13/04/18;10:10;MELILLA;12;18;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:01:00;61;1
IBS3947; AIRBUS A320;13/04/18;9:05;SEVILLA;SVQ;8;17;Lluvia;1;13/04/18;10:20;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;12;Despego;Aterrizo;0 days 01:03:00;63;0
VLG3943; AIRBUS A320;13/04/18;9:10;SEVILLA;SVQ;8;17;Lluvia;4;13/04/18;10:40;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 01:26:00;86;0
VLG7310; AIRBUS A320;13/04/18;7:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A17;13/04/18;8:55;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;14;Despego;Aterrizo;0 days 01:25:00;85;1
VLG3929; AIRBUS A320;13/04/18;8:05;PALMA DE MALLORCA;PMI;12;17;Lluvia;D82;13/04/18;9:00;BARCELONA-EL PRAT;12;17;Lluvia moderada;2;Despego;Aterrizo;0 days 00:46:00;46;1
VLG3903; 32B;13/04/18;8:35;PALMA DE MALLORCA;PMI;12;17;Lluvia;D86;13/04/18;9:35;BARCELONA-EL PRAT;12;17;Lluvia moderada;3;Despego;Aterrizo;0 days 00:44:00;44;1
IBS3913; 32A;13/04/18;9:20;PALMA DE MALLORCA;PMI;12;17;Lluvia;D92;13/04/18;10:50;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;18;Despego;Aterrizo;0 days 01:25:00;85;0
IBE8511; CANADAIR CRJ-900;13/04/18;9:30;JEREZ DE LA FRONTERA;XRY;5;15;Lluvia;2;13/04/18;10:40;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:07:00;67;0
IBE8314; ATR-72;13/04/18;8:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K98;13/04/18;9:15;SAN SEBASTIAN;9;15;Lluvia;1;Despego;Aterrizo;0 days 01:21:00;81;1
VLG3541; AIRBUS A320;13/04/18;8:35;IBIZA;IBZ;13;17;Lluvia débil;6;13/04/18;9:35;BARCELONA-EL PRAT;12;17;Lluvia moderada;4;Despego;Aterrizo;0 days 00:45:00;45;1
AEA1703; ATR-72;13/04/18;9:50;IBIZA;IBZ;13;17;Lluvia débil;1;13/04/18;10:30;PALMA DE MALLORCA;12;17;Lluvia;11;Despego;Aterrizo;0 days 00:45:00;45;0
VLG1702; 32A;13/04/18;7:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A05;13/04/18;9:20;VIGO;6;15;Chubascos dispersos;3;Despego;Aterrizo;0 days 01:45:00;105;1
IBB605; ATR-72;13/04/18;7:30;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;8:00;LA PALMA;16;21;Cubierto de nubes altas y medias;4;Despego;Aterrizo;0 days 00:33:00;33;0
IBB309; ATR-72;13/04/18;7:20;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A07;13/04/18;8:10;LA PALMA;16;21;Cubierto de nubes altas y medias;4;Despego;Aterrizo;0 days 00:50:00;50;1
CNF412; ATR-72;13/04/18;7:50;TENERIFE NORTE;TFN;17;22;Nubosidad variable;1;13/04/18;8:20;LA PALMA;16;21;Cubierto de nubes altas y medias;2;Despego;Aterrizo;0 days 00:30:00;30;1
IBB607; ATR-42/72;13/04/18;8:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;8:30;LA PALMA;16;21;Cubierto de nubes altas y medias;4;Despego;Aterrizo;0 days 00:28:00;28;0
AEA9461; ATR-72;13/04/18;8:10;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4;13/04/18;8:45;LA PALMA;16;21;Cubierto de nubes altas y medias;2;Despego;Aterrizo;0 days 00:39:00;39;0
IBB611; ATR-42/72;13/04/18;9:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;3;13/04/18;9:30;LA PALMA;16;21;Cubierto de nubes altas y medias;4;Despego;Aterrizo;0 days 00:33:00;33;1
IBB414; ATR-42/72;13/04/18;7:10;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;8:00;FUERTEVENTURA;16;22;Nubosidad variable;14;Despego;Aterrizo;0 days 00:45:00;45;0
CNF803; ATR-72;13/04/18;7:40;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A13;13/04/18;8:20;FUERTEVENTURA;16;22;Nubosidad variable;13;Despego;Aterrizo;0 days 00:34:00;34;0
IBB236; ATR-72;13/04/18;8:15;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A08;13/04/18;8:55;FUERTEVENTURA;16;22;Nubosidad variable;14;Despego;Aterrizo;0 days 00:35:00;35;0
IBB208; ATR-72;13/04/18;9:15;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A15;13/04/18;9:55;FUERTEVENTURA;16;22;Nubosidad variable;13;Despego;Aterrizo;0 days 00:42:00;42;0
IBB102; BOMBARDIER CRJ-1000;13/04/18;8:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;8:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:37:00;37;1
AEA9404; ATR-72;13/04/18;8:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4B;13/04/18;8:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;13;Despego;Aterrizo;0 days 00:40:00;40;1
CNF612; ATR-42/72;13/04/18;8:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4C;13/04/18;8:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;12;Despego;Aterrizo;0 days 00:38:00;38;0
IBB104; ATR-42/72;13/04/18;8:30;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;9:00;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:44:00;44;0
IBB108; ATR-42/72;13/04/18;9:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;9:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:35:00;35;1
IBB114; ATR-42/72;13/04/18;9:15;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4B;13/04/18;9:45;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:39:00;39;0
IBE0478; AIRBUS A321;13/04/18;7:35;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;M35;13/04/18;8:40;ASTURIAS;8;14;Lluvia;3;Despego;Aterrizo;0 days 01:05:00;65;1
VLG3713; 32A;13/04/18;8:50;MENORCA;MAH;12;17;Lluvia débil;2;13/04/18;9:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;6;Despego;Aterrizo;0 days 00:41:00;41;1
IBB107; BOMBARDIER CRJ-1000;13/04/18;8:00;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A09;13/04/18;8:30;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:28:00;28;1
IBB115; ATR-72;13/04/18;8:15;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A13;13/04/18;8:45;TENERIFE NORTE;17;22;Nubosidad variable;1;Despego;Aterrizo;0 days 00:27:00;27;0
IBB504; ATR-72;13/04/18;8:15;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A15;13/04/18;9:00;LANZAROTE;17;22;Nubosidad variable;C2;Despego;Aterrizo;0 days 00:38:00;38;0
IBB105; ATR-72;13/04/18;8:30;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A07;13/04/18;9:00;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:32:00;32;1
IBB119; BOMBARDIER CRJ-1000;13/04/18;9:00;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A13;13/04/18;9:30;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:28:00;28;1
AEA9415; ATR-72;13/04/18;9:10;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A11;13/04/18;9:40;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:33:00;33;1
VLG1432; 32A;13/04/18;8:55;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B43;13/04/18;10:10;BILBAO;7;17;Lluvia;2;Despego;Aterrizo;0 days 00:57:00;57;0
VLG9010; AIRBUS A320;13/04/18;9:00;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A04;13/04/18;10:25;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;14;Despego;Aterrizo;0 days 01:19:00;79;1
VLG2224; AIRBUS A320;13/04/18;9:05;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A10;13/04/18;10:45;SEVILLA;8;17;Lluvia;2;Despego;Aterrizo;0 days 01:37:00;97;1
VLG2111; AIRBUS A320;13/04/18;9:10;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A20;13/04/18;10:50;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;35;Despego;Aterrizo;0 days 01:25:00;85;0
AEA5035; ATR-72;13/04/18;7:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;D59;13/04/18;8:40;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;37;Despego;Aterrizo;0 days 01:17:00;77;1
VLG2115; 32B;13/04/18;7:20;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B40;13/04/18;9:00;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;36;Despego;Aterrizo;0 days 01:35:00;95;0
IBK5830; BOEING 737-800 WINGLETS;13/04/18;6:00;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;C23;13/04/18;9:15;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;37;Despego;Aterrizo;0 days 03:14:00;194;0
VLG3283; 32A;13/04/18;6:30;TENERIFE SUR;TFS;17;22;Nubosidad variable;19;13/04/18;9:50;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;35;Despego;Aterrizo;0 days 03:18:00;198;0
IBB501; BOMBARDIER CRJ-1000;13/04/18;8:15;LANZAROTE;ACE;17;22;Nubosidad variable;P4;13/04/18;9:00;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;12;Despego;Aterrizo;0 days 00:43:00;43;0
IBB453; ATR-42/72;13/04/18;8:25;LANZAROTE;ACE;17;22;Nubosidad variable;P3;13/04/18;9:15;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:51:00;51;0
CNF704; ATR-42/72;13/04/18;8:40;LANZAROTE;ACE;17;22;Nubosidad variable;P2;13/04/18;9:25;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;13;Despego;Aterrizo;0 days 00:49:00;49;0
RYR2913; BOEING 737-800 WINGLETS;13/04/18;6:05;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;C31;13/04/18;8:15;TENERIFE SUR;17;22;Nubosidad variable;A4;Despego;Aterrizo;0 days 01:52:00;112;0
IBE8931; CANADAIR CRJ-200;13/04/18;8:40;SEVILLA;SVQ;8;17;Lluvia;K2;13/04/18;9:35;ALMERIA;8;17;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:44:00;44;0
AEA2001; AIRBUS A330-200;13/04/18;7:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;D56;13/04/18;8:50;BARCELONA-EL PRAT;12;17;Lluvia moderada;3;Despego;Aterrizo;0 days 01:16:00;76;1
VLG1572; AIRBUS A320;13/04/18;7:30;ASTURIAS;OVD;8;14;Lluvia;7;13/04/18;8:55;BARCELONA-EL PRAT;12;17;Lluvia moderada;7;Despego;Aterrizo;0 days 01:25:00;85;1
VLG7460; 32A;13/04/18;7:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J52;13/04/18;9:00;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:15:00;75;1
VLG1439; 32A;13/04/18;8:00;BILBAO;BIO;7;17;Lluvia;6;13/04/18;9:10;BARCELONA-EL PRAT;12;17;Lluvia moderada;8;Despego;Aterrizo;0 days 01:01:00;61;0
RYR7223; BOEING 737-800 WINGLETS;13/04/18;8:30;SANTIAGO;SCQ;10;15;Chubascos dispersos;11;13/04/18;10:00;VALENCIA;11;21;Nubosidad variable;8;Despego;Aterrizo;0 days 01:33:00;93;0
IBE8935; CANADAIR CRJ-900;13/04/18;9:00;BILBAO;BIO;7;17;Lluvia;12;13/04/18;10:25;VALENCIA;11;21;Nubosidad variable;2;Despego;Aterrizo;0 days 01:05:00;65;0
AEA1702; ATR-72;13/04/18;8:40;PALMA DE MALLORCA;PMI;12;17;Lluvia;B30;13/04/18;9:20;IBIZA;13;17;Lluvia débil;1;Despego;Aterrizo;0 days 00:43:00;43;0
VLG3508; AIRBUS A320;13/04/18;9:25;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B51;13/04/18;10:25;IBIZA;13;17;Lluvia débil;6;Despego;Aterrizo;0 days 00:48:00;48;0
RYR6362; BOEING 737-800 WINGLETS;13/04/18;8:00;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;R11;13/04/18;9:00;PALMA DE MALLORCA;12;17;Lluvia;18;Despego;Aterrizo;0 days 00:54:00;54;0
AEA6007; BOEING 737-800 WINGLETS;13/04/18;8:40;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B32;13/04/18;9:25;PALMA DE MALLORCA;12;17;Lluvia;11;Despego;Aterrizo;0 days 00:48:00;48;0
AEA6031; EMBRAER ERJ-195;13/04/18;8:20;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E78;13/04/18;9:40;PALMA DE MALLORCA;12;17;Lluvia;15;Despego;Aterrizo;0 days 01:23:00;83;1
VLG1421; 32B;13/04/18;8:55;BILBAO;BIO;7;17;Lluvia;1;13/04/18;10:05;BARCELONA-EL PRAT;12;17;Lluvia moderada;8;Despego;Aterrizo;0 days 01:03:00;63;1
IBE0423; AIRBUS A321;13/04/18;9:25;BILBAO;BIO;7;17;Lluvia;3;13/04/18;10:35;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;11;Despego;Aterrizo;0 days 00:59:00;59;0
VLG1419; AIRBUS A320;13/04/18;9:40;BILBAO;BIO;7;17;Lluvia;2;13/04/18;11:00;BARCELONA-EL PRAT;12;17;Lluvia moderada;4;Despego;Aterrizo;0 days 01:03:00;63;0
VLG1670; 32A;13/04/18;7:50;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B41;13/04/18;9:40;SANTIAGO;10;15;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:42:00;102;0
RYR5315; BOEING 737-800 WINGLETS;13/04/18;8:35;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;C40;13/04/18;9:55;SANTIAGO;10;15;Chubascos dispersos;3;Despego;Aterrizo;0 days 01:10:00;70;0
CNF703; ATR-72;13/04/18;7:25;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A11;13/04/18;8:10;LANZAROTE;17;22;Nubosidad variable;C2;Despego;Aterrizo;0 days 00:44:00;44;0
IBE8640; BOMBARDIER CRJ-1000;13/04/18;8:15;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K93;13/04/18;9:20;GRANADA-JAÉN F.G.L.;5;17;Lluvia;3;Despego;Aterrizo;0 days 01:13:00;73;1
VLG3256; AIRBUS A320;13/04/18;7:00;SEVILLA;SVQ;8;17;Lluvia;8;13/04/18;8:15;TENERIFE NORTE;17;22;Nubosidad variable;4;Despego;Aterrizo;0 days 01:04:00;64;0
AEA9059; BOEING 737-800 WINGLETS;13/04/18;7:05;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E68;13/04/18;8:55;TENERIFE NORTE;17;22;Nubosidad variable;5;Despego;Aterrizo;0 days 01:32:00;92;1
RYR5278; BOEING 737-800 WINGLETS;13/04/18;7:15;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;C48;13/04/18;9:10;TENERIFE NORTE;17;22;Nubosidad variable;1;Despego;Aterrizo;0 days 01:39:00;99;0
IBK6306; BOEING 737-800 WINGLETS;13/04/18;7:20;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E71;13/04/18;9:15;TENERIFE NORTE;17;22;Nubosidad variable;1;Despego;Aterrizo;0 days 01:36:00;96;0
IBB415; ATR-42/72;13/04/18;8:30;FUERTEVENTURA;FUE;16;22;Nubosidad variable;6;13/04/18;9:20;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:46:00;46;0
VLG3260; AIRBUS A320;13/04/18;7:35;BILBAO;BIO;7;17;Lluvia;11;13/04/18;9:50;TENERIFE NORTE;17;22;Nubosidad variable;4;Despego;Aterrizo;0 days 01:47:00;107;0
AEA9462; ATR-72;13/04/18;9:25;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;4;13/04/18;10:00;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:36:00;36;0
VLG2216; 32B;13/04/18;7:40;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B26;13/04/18;9:20;SEVILLA;8;17;Lluvia;2;Despego;Aterrizo;0 days 01:31:00;91;1
RYR6396; BOEING 737-800 WINGLETS;13/04/18;8:50;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;R13;13/04/18;10:40;SEVILLA;8;17;Lluvia;5;Despego;Aterrizo;0 days 01:29:00;89;0
VLG3714; AIRBUS A320;13/04/18;9:40;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B40;13/04/18;10:35;MENORCA;12;17;Lluvia débil;6;Despego;Aterrizo;0 days 00:45:00;45;0
IBS9522; AIRBUS A320;13/04/18;7:55;PALMA DE MALLORCA;PMI;12;17;Lluvia;D91;13/04/18;9:25;BILBAO;7;17;Lluvia;4;Despego;Aterrizo;0 days 01:21:00;81;0
IBE8353; CANADAIR CRJ-200;13/04/18;8:30;SANTIAGO;SCQ;10;15;Chubascos dispersos;5;13/04/18;9:30;BILBAO;7;17;Lluvia;1;Despego;Aterrizo;0 days 00:51:00;51;1
VLG3803; 32A;13/04/18;9:20;MENORCA;MAH;12;17;Lluvia débil;6;13/04/18;10:50;BILBAO;7;17;Lluvia;3;Despego;Aterrizo;0 days 01:29:00;89;1
IBB106; BOMBARDIER CRJ-1000;13/04/18;7:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;7:30;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:31:00;31;1
IBB203; ATR-72;13/04/18;8:05;FUERTEVENTURA;FUE;16;22;Nubosidad variable;12;13/04/18;8:45;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:45:00;45;0
AEA9432; ATR-72;13/04/18;8:10;FUERTEVENTURA;FUE;16;22;Nubosidad variable;16;13/04/18;8:50;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;13;Despego;Aterrizo;0 days 00:42:00;42;0
CNF804; ATR-72;13/04/18;9:15;FUERTEVENTURA;FUE;16;22;Nubosidad variable;12;13/04/18;9:55;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;13;Despego;Aterrizo;0 days 00:44:00;44;1
IBB237; ATR-42/72;13/04/18;9:20;FUERTEVENTURA;FUE;16;22;Nubosidad variable;16;13/04/18;10:00;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;12;Despego;Aterrizo;0 days 00:36:00;36;0
IBE8331; CANADAIR CRJ-200;13/04/18;10:45;BADAJOZ;BJZ;6;16;Chubascos dispersos;1;13/04/18;11:45;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 00:57:00;57;0
IBE0930; AIRBUS A320;13/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J54;13/04/18;10:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:13:00;73;1
