flightNumber;plane;dep_date;dep_time;dep_airport_name;dep_airport_code;dep_weather_min;dep_weather_max;dep_weather_desc;dep_door;arr_date;arr_time;arr_airport_name;arr_weather_min;arr_weather_max;arr_weather_desc;arr_belt;new_dep_status;new_arr_status;time_difference;time_difference_minutes;delayed
IBE8641; BOMBARDIER CRJ-1000;15/04/18;9:55;GRANADA-JAÉN F.G.L.;GRX;6;21;Nubes altas;2;15/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Nubes altas;7;Despego;Aterrizo;0 days 01:01:00;61;0
CNF804; ATR-42/72;15/04/18;9:15;FUERTEVENTURA;FUE;16;24;Nubes altas;16;15/04/18;9:55;GRAN CANARIA;17;23;Cubierto de nubes altas y medias;13;Despego;Aterrizo;0 days 00:40:00;40;0
IBB304; ATR-72;15/04/18;8:40;LA PALMA;SPC;17;23;Cubierto de nubes altas y medias;5;15/04/18;9:30;GRAN CANARIA;17;23;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:55:00;55;0
IBB608; ATR-42/72;15/04/18;9:00;LA PALMA;SPC;17;23;Cubierto de nubes altas y medias;4;15/04/18;9:30;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:36:00;36;0
AEA9462; ATR-72;15/04/18;9:25;LA PALMA;SPC;17;23;Cubierto de nubes altas y medias;6;15/04/18;10:00;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:39:00;39;0
VLG3280; AIRBUS A320;15/04/18;7:00;BILBAO;BIO;10;19;Nubosidad variable;4;15/04/18;8:55;LANZAROTE;15;25;Nubes altas;2;Despego;Aterrizo;0 days 01:52:00;112;0
AEA9073; BOEING 737-800 WINGLETS;15/04/18;8:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Nubes altas;E67;15/04/18;9:45;LANZAROTE;15;25;Nubes altas;5;Despego;Aterrizo;0 days 01:42:00;102;0
RYR6396; BOEING 737-800 WINGLETS;15/04/18;8:50;BARCELONA-EL PRAT;BCN;14;22;Despejado;R14;15/04/18;10:40;SEVILLA;8;19;Nubes altas;5;Despego;Aterrizo;0 days 01:37:00;97;0
VLG2224; AIRBUS A320;15/04/18;9:05;BARCELONA-EL PRAT;BCN;14;22;Despejado;B39;15/04/18;10:45;SEVILLA;8;19;Nubes altas;3;Despego;Aterrizo;0 days 01:33:00;93;0
IBE8841; ATR-72;15/04/18;9:30;SEVILLA;SVQ;8;19;Nubes altas;K2;15/04/18;11:00;VALENCIA;11;26;Despejado;2;Despego;Aterrizo;0 days 01:20:00;80;0
IBS3942; 32A;15/04/18;8:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Nubes altas;J43;15/04/18;10:35;TENERIFE NORTE;17;23;Despejado;5;Despego;Aterrizo;0 days 01:37:00;97;0
IBB210; ATR-72;15/04/18;9:55;GRAN CANARIA;LPA;17;23;Cubierto de nubes altas y medias;A11;15/04/18;10:40;FUERTEVENTURA;16;24;Nubes altas;14;Despego;Aterrizo;0 days 00:34:00;34;0
VLG2609; AIRBUS A320;15/04/18;8:50;BILBAO;BIO;10;19;Nubosidad variable;4;15/04/18;10:20;MALAGA-COSTA DEL SOL;14;23;Despejado;37;Despego;Aterrizo;0 days 01:35:00;95;0
IBB659; ATR-72;15/04/18;10:10;TENERIFE NORTE;TFN;17;23;Despejado;4B;15/04/18;10:50;EL HIERRO;14;18;Nubes altas;1;Despego;Aterrizo;0 days 00:42:00;42;0
IBE8595; BOMBARDIER CRJ-1000;15/04/18;10:40;ALMERIA;LEI;11;20;Despejado;1;15/04/18;11:50;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;19;Despego;Aterrizo;0 days 00:58:00;58;0
AEA2634; BOEING 737-800 WINGLETS;15/04/18;11:10;ALMERIA;LEI;11;20;Despejado;4;15/04/18;12:35;ZARAGOZA;6;23;Nubes altas;3;Despego;Aterrizo;0 days 01:11:00;71;0
AEA7157; EMBRAER ERJ-195;15/04/18;10:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;E76;15/04/18;11:45;BILBAO;10;19;Lluvia débil;4;Despego;Aterrizo;0 days 00:54:00;54;0
VLG3434; AIRBUS A320;15/04/18;8:50;IBIZA;IBZ;12;20;Despejado;16;15/04/18;9:55;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;14;Despego;Aterrizo;0 days 01:12:00;72;1
AEA7311; EMBRAER ERJ-195;15/04/18;8:50;VIGO;VGO;11;15;Lluvia débil;5;15/04/18;10:00;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;16;Despego;Aterrizo;0 days 01:07:00;67;1
IBE0479; 32A;15/04/18;9:20;ASTURIAS;OVD;12;15;Lluvia;8;15/04/18;10:30;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;17;Despego;Aterrizo;0 days 01:06:00;66;1
IBS3927; 32A;15/04/18;6:45;TENERIFE SUR;TFS;17;23;Despejado;23;15/04/18;10:30;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;18;Despego;Aterrizo;0 days 03:45:00;225;1
IBB650; ATR-42/72;15/04/18;10:30;LA GOMERA;GMZ;18;24;Abertura de claros;1;15/04/18;11:00;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:35:00;35;1
AEA9448; ATR-72;15/04/18;10:35;LANZAROTE;ACE;15;25;Despejado;P3;15/04/18;11:20;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:43:00;43;1
IBB505; BOMBARDIER CRJ-1000;15/04/18;10:45;LANZAROTE;ACE;15;25;Despejado;P2;15/04/18;11:30;GRAN CANARIA;17;23;Abertura de claros;11;Despego;Aterrizo;0 days 00:37:00;37;0
IBB651; ATR-42/72;15/04/18;9:30;TENERIFE NORTE;TFN;17;23;Despejado;4B;15/04/18;10:00;LA GOMERA;18;24;Abertura de claros; - ;Despego;Aterrizo;0 days 00:27:00;27;0
IBE8792; ATR-72;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K94;15/04/18;11:15;MELILLA;14;19;Despejado;2;Despego;Aterrizo;0 days 01:35:00;95;0
LZF441; ATR 42-300/320;15/04/18;11:00;BILBAO;BIO;10;19;Lluvia débil;10;15/04/18;12:15;A CORUÑA;11;15;Lluvia débil;2;Despego;Aterrizo;0 days 01:23:00;83;0
VLG1251; AIRBUS A320;15/04/18;10:20;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;B47;15/04/18;11:50;ALMERIA;11;20;Despejado;3;Despego;Aterrizo;0 days 01:13:00;73;0
VLG1451; AIRBUS A320;15/04/18;10:35;ALICANTE-ELCHE;ALC;12;25;Nubes altas;C46;15/04/18;12:10;BILBAO;10;19;Lluvia débil;2;Despego;Aterrizo;0 days 01:09:00;69;0
EVE1605; 32A;15/04/18;11:00;SEVILLA;SVQ;8;19;Nubosidad variable;5;15/04/18;12:15;ZARAGOZA;6;23;Nubes altas;2;Despego;Aterrizo;0 days 01:09:00;69;0
VLG3515; 32A;15/04/18;11:00;IBIZA;IBZ;12;20;Despejado;2;15/04/18;12:00;BARCELONA-EL PRAT;14;22;Nubes altas;7;Despego;Aterrizo;0 days 00:55:00;55;0
VLG3715; AIRBUS A320;15/04/18;11:10;MENORCA;MAH;12;20;Despejado;6;15/04/18;12:05;BARCELONA-EL PRAT;14;22;Nubes altas;4;Despego;Aterrizo;0 days 00:44:00;44;0
RYR3041; BOEING 737-800 WINGLETS;15/04/18;11:10;SEVILLA;SVQ;8;19;Nubosidad variable;10;15/04/18;12:40;SANTIAGO;10;15;Lluvia débil;3;Despego;Aterrizo;0 days 01:14:00;74;0
IBB210; ATR-72;15/04/18;9:55;GRAN CANARIA;LPA;17;23;Abertura de claros;A11;15/04/18;10:40;FUERTEVENTURA;16;24;Despejado;14;Despego;Aterrizo;0 days 00:34:00;34;0
IBB109; ATR-72;15/04/18;10:00;GRAN CANARIA;LPA;17;23;Abertura de claros;A09;15/04/18;10:30;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:26:00;26;1
IBB123; ATR-72;15/04/18;10:00;GRAN CANARIA;LPA;17;23;Abertura de claros;A15;15/04/18;10:40;TENERIFE SUR;17;23;Despejado;A4;Despego;Aterrizo;0 days 00:44:00;44;0
CNF721; ATR-72;15/04/18;10:25;GRAN CANARIA;LPA;17;23;Abertura de claros;A05;15/04/18;11:10;LANZAROTE;15;25;Despejado;C2;Despego;Aterrizo;0 days 00:44:00;44;0
CNF809; ATR-72;15/04/18;10:25;GRAN CANARIA;LPA;17;23;Abertura de claros;A07;15/04/18;11:05;FUERTEVENTURA;16;24;Despejado;14;Despego;Aterrizo;0 days 00:45:00;45;0
CNF419; ATR-42/72;15/04/18;10:40;LA PALMA;SPC;17;23;Abertura de claros;9;15/04/18;11:10;TENERIFE NORTE;17;23;Despejado;1;Despego;Aterrizo;0 days 00:30:00;30;0
AEA5201; EMBRAER ERJ-195;15/04/18;10:40;PALMA DE MALLORCA;PMI;11;21;Despejado;D90;15/04/18;12:05;GRANADA-JAÉN F.G.L.;6;21;Despejado;3;Despego;Aterrizo;0 days 01:21:00;81;0
VLG3933; AIRBUS A320;15/04/18;11:10;PALMA DE MALLORCA;PMI;11;21;Despejado;D86;15/04/18;12:40;GRANADA-JAÉN F.G.L.;6;21;Despejado;3;Despego;Aterrizo;0 days 01:20:00;80;0
AEA4537; ATR-72;15/04/18;11:10;PALMA DE MALLORCA;PMI;11;21;Despejado;B32;15/04/18;11:50;MENORCA;12;20;Despejado;6;Despego;Aterrizo;0 days 00:38:00;38;1
AEA9073; BOEING 737-800 WINGLETS;15/04/18;8:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;E67;15/04/18;9:45;LANZAROTE;15;25;Despejado;5;Despego;Aterrizo;0 days 01:42:00;102;0
AEA9447; ATR-72;15/04/18;9:20;GRAN CANARIA;LPA;17;23;Abertura de claros;A05;15/04/18;10:05;LANZAROTE;15;25;Despejado;C2;Despego;Aterrizo;0 days 00:47:00;47;0
IBB510; BOMBARDIER CRJ-1000;15/04/18;9:30;GRAN CANARIA;LPA;17;23;Abertura de claros;A13;15/04/18;10:10;LANZAROTE;15;25;Despejado;C1;Despego;Aterrizo;0 days 00:39:00;39;0
VLG2020; 32A;15/04/18;10:30;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;B33;15/04/18;12:00;GRANADA-JAÉN F.G.L.;6;21;Despejado;2;Despego;Aterrizo;0 days 01:24:00;84;1
VLG1292; 32A;15/04/18;9:25;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;B43;15/04/18;11:10;A CORUÑA;11;15;Lluvia débil;2;Despego;Aterrizo;0 days 01:39:00;99;0
AEA7233; EMBRAER ERJ-195;15/04/18;10:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;D59;15/04/18;11:25;A CORUÑA;11;15;Lluvia débil;1;Despego;Aterrizo;0 days 01:06:00;66;0
CNF418; ATR-42/72;15/04/18;9:45;TENERIFE NORTE;TFN;17;23;Despejado;1;15/04/18;10:15;LA PALMA;17;23;Abertura de claros;2;Despego;Aterrizo;0 days 00:28:00;28;1
IBB120; BOMBARDIER CRJ-1000;15/04/18;10:00;TENERIFE NORTE;TFN;17;23;Despejado;2;15/04/18;10:30;GRAN CANARIA;17;23;Abertura de claros;11;Despego;Aterrizo;0 days 00:36:00;36;1
IBB615; ATR-42/72;15/04/18;10:00;TENERIFE NORTE;TFN;17;23;Despejado;4;15/04/18;10:40;LA PALMA;17;23;Abertura de claros;4;Despego;Aterrizo;0 days 00:32:00;32;0
IBB422; ATR-42/72;15/04/18;10:00;TENERIFE NORTE;TFN;17;23;Despejado;3;15/04/18;10:50;FUERTEVENTURA;16;24;Despejado;13;Despego;Aterrizo;0 days 00:49:00;49;1
AEA9416; ATR-72;15/04/18;10:10;TENERIFE NORTE;TFN;17;23;Despejado;4A;15/04/18;10:40;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:42:00;42;0
IBB146; ATR-42/72;15/04/18;11:00;TENERIFE NORTE;TFN;17;23;Despejado;4A;15/04/18;11:30;GRAN CANARIA;17;23;Abertura de claros;12;Despego;Aterrizo;0 days 00:31:00;31;0
VLG3801; 32A;15/04/18;9:55;MENORCA;MAH;12;20;Despejado;6;15/04/18;11:25;BILBAO;10;19;Lluvia débil;3;Despego;Aterrizo;0 days 01:30:00;90;0
AEA7007; BOEING 737-800 WINGLETS;15/04/18;7:30;TENERIFE NORTE;TFN;17;23;Despejado;13;15/04/18;11:35;BILBAO;10;19;Lluvia débil;5;Despego;Aterrizo;0 days 03:47:00;227;0
IBE0426; AIRBUS A320;15/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K73;15/04/18;12:35;BILBAO;10;19;Lluvia débil;5;Despego;Aterrizo;0 days 00:55:00;55;0
IBE8841; ATR-72;15/04/18;9:30;SEVILLA;SVQ;8;19;Nubosidad variable;K2;15/04/18;11:00;VALENCIA;11;26;Despejado;2;Despego;Aterrizo;0 days 01:20:00;80;0
AEA4005; ATR-72;15/04/18;10:25;PALMA DE MALLORCA;PMI;11;21;Despejado;B32;15/04/18;11:25;VALENCIA;11;26;Despejado;2;Despego;Aterrizo;0 days 01:08:00;68;1
VLG2224; AIRBUS A320;15/04/18;9:05;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;B39;15/04/18;10:45;SEVILLA;8;19;Nubosidad variable;3;Despego;Aterrizo;0 days 01:33:00;93;0
VLG2252; AIRBUS A320;15/04/18;10:05;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;B35;15/04/18;11:45;SEVILLA;8;19;Nubosidad variable;3;Despego;Aterrizo;0 days 01:28:00;88;0
IBS3950; 32A;15/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K82;15/04/18;12:30;SEVILLA;8;19;Nubosidad variable;1;Despego;Aterrizo;0 days 00:59:00;59;0
IBE8430; ATR-72;15/04/18;11:30;VALENCIA;VLC;11;26;Despejado;R59;15/04/18;12:15;IBIZA;12;20;Despejado;1;Despego;Aterrizo;0 days 00:40:00;40;0
IBE8910; BOMBARDIER CRJ-1000;15/04/18;11:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K89;15/04/18;12:20;IBIZA;12;20;Despejado;2;Despego;Aterrizo;0 days 01:09:00;69;0
CNF704; ATR-72;15/04/18;8:40;LANZAROTE;ACE;15;25;Despejado;P4;15/04/18;9:25;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:53:00;53;0
IBB108; ATR-72;15/04/18;9:00;TENERIFE NORTE;TFN;17;23;Despejado;1;15/04/18;9:30;GRAN CANARIA;17;23;Abertura de claros;12;Despego;Aterrizo;0 days 00:43:00;43;0
CNF804; ATR-42/72;15/04/18;9:15;FUERTEVENTURA;FUE;16;24;Despejado;16;15/04/18;9:55;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:40:00;40;0
IBS3826; AIRBUS A320;15/04/18;8:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;H22;15/04/18;10:40;GRAN CANARIA;17;23;Abertura de claros;15;Despego;Aterrizo;0 days 01:47:00;107;0
IBE8334; CANADAIR CRJ-200;15/04/18;10:30;VALENCIA;VLC;11;26;Despejado;R60;15/04/18;12:00;ASTURIAS;12;15;Lluvia;3;Despego;Aterrizo;0 days 01:17:00;77;0
AEA4024; ATR-72;15/04/18;10:30;PALMA DE MALLORCA;PMI;11;21;Despejado;B30;15/04/18;11:40;ALICANTE-ELCHE;12;25;Nubes altas;10B;Despego;Aterrizo;0 days 01:09:00;69;0
CNF809; ATR-72;15/04/18;10:25;GRAN CANARIA;LPA;17;23;Abertura de claros;A07;15/04/18;11:05;FUERTEVENTURA;16;24;Despejado;14;Despego;Aterrizo;0 days 00:45:00;45;0
AEA9462; ATR-72;15/04/18;9:25;LA PALMA;SPC;17;23;Abertura de claros;6;15/04/18;10:00;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:39:00;39;0
IBS3942; 32A;15/04/18;8:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J43;15/04/18;10:35;TENERIFE NORTE;17;23;Despejado;5;Despego;Aterrizo;0 days 01:37:00;97;0
IBK6771; BOEING 737-800 WINGLETS;15/04/18;9:50;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;C49;15/04/18;11:10;PALMA DE MALLORCA;11;21;Despejado;4;Despego;Aterrizo;0 days 01:19:00;79;0
IBS9525; AIRBUS A320;15/04/18;10:15;BILBAO;BIO;10;19;Lluvia débil;4;15/04/18;11:30;PALMA DE MALLORCA;11;21;Despejado;10;Despego;Aterrizo;0 days 01:17:00;77;0
AEA6013; BOEING 737-800 WINGLETS;15/04/18;10:15;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;D60;15/04/18;11:35;PALMA DE MALLORCA;11;21;Despejado;11;Despego;Aterrizo;0 days 01:22:00;82;0
VLG1419; AIRBUS A320;15/04/18;9:40;BILBAO;BIO;10;19;Lluvia débil;2;15/04/18;10:35;BARCELONA-EL PRAT;14;22;Nubes altas;7;Despego;Aterrizo;0 days 01:03:00;63;0
IBE0930; AIRBUS A321;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J50;15/04/18;10:45;BARCELONA-EL PRAT;14;22;Nubes altas;15;Despego;Aterrizo;0 days 01:08:00;68;0
AVA6078; AIRBUS A321;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J50;15/04/18;10:45;BARCELONA-EL PRAT;14;22;Nubes altas;15;Despego;Aterrizo;0 days 01:08:00;68;0
AAL8733; AIRBUS A321;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J50;15/04/18;10:45;BARCELONA-EL PRAT;14;22;Nubes altas;15;Despego;Aterrizo;0 days 01:08:00;68;0
VLG9742; AIRBUS A321;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J50;15/04/18;10:45;BARCELONA-EL PRAT;14;22;Nubes altas;15;Despego;Aterrizo;0 days 01:08:00;68;0
IBE0930S; AIRBUS A321;15/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J50;15/04/18;10:45;BARCELONA-EL PRAT;14;22;Nubes altas;0;Despego;Aterrizo;0 days 01:08:00;68;0
VLG2211; AIRBUS A320;15/04/18;9:15;SEVILLA;SVQ;8;19;Nubosidad variable;6;15/04/18;10:50;BARCELONA-EL PRAT;14;22;Nubes altas;8;Despego;Aterrizo;0 days 01:23:00;83;1
VLG2011; 32B;15/04/18;9:30;GRANADA-JAÉN F.G.L.;GRX;6;21;Despejado; - ;15/04/18;10:55;BARCELONA-EL PRAT;14;22;Nubes altas;6;Despego;Aterrizo;0 days 01:16:00;76;0
IBB662; ATR-72;15/04/18;11:20;EL HIERRO;VDE;14;18;Nubes altas;2;15/04/18;12:00;TENERIFE NORTE;17;23;Despejado;3;Despego;Aterrizo;0 days 00:40:00;40;0
AEA7302; EMBRAER ERJ-195;15/04/18;10:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;E72;15/04/18;11:50;VIGO;11;15;Lluvia débil;2;Despego;Aterrizo;0 days 01:14:00;74;1
AEA7234; EMBRAER ERJ-195;15/04/18;12:15;A CORUÑA;LCG;11;15;Lluvia débil;3;15/04/18;13:25;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;16;Despego;Aterrizo;0 days 01:08:00;68;0
RYR6386; BOEING 737-800 WINGLETS;15/04/18;11:25;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;R09;15/04/18;13:15;MALAGA-COSTA DEL SOL;14;23;Despejado;41;Despego;Aterrizo;0 days 01:41:00;101;1
IBE8441; ATR-72;15/04/18;12:50;IBIZA;IBZ;12;20;Despejado;1;15/04/18;13:45;VALENCIA;11;26;Despejado;1;Despego;Aterrizo;0 days 00:40:00;40;0
IBE8791; ATR-72;15/04/18;11:45;MELILLA;MLN;14;19;Despejado;2;15/04/18;13:30;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;19;Despego;Aterrizo;0 days 01:49:00;109;0
IBE8263; ATR-72;15/04/18;12:20;MELILLA;MLN;14;19;Despejado;3;15/04/18;13:10;MALAGA-COSTA DEL SOL;14;23;Despejado;31;Despego;Aterrizo;0 days 00:42:00;42;1
IBE8316; ATR-72;15/04/18;11:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K94;15/04/18;12:55;SAN SEBASTIAN;12;18;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:27:00;87;1
VLG1252; AIRBUS A320;15/04/18;12:25;ALMERIA;LEI;11;20;Despejado;3;15/04/18;13:50;BARCELONA-EL PRAT;14;22;Nubes altas;8;Despego;Aterrizo;0 days 01:13:00;73;0
AEA7158; EMBRAER ERJ-195;15/04/18;12:40;BILBAO;BIO;10;19;Lluvia débil;4;15/04/18;13:45;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;18;Despego;Aterrizo;0 days 00:54:00;54;0
IBE8662; BOMBARDIER CRJ-1000;15/04/18;11:50;MENORCA;MAH;12;20;Despejado;1B;15/04/18;13:25;BILBAO;10;19;Lluvia débil;2;Despego;Aterrizo;0 days 01:26:00;86;0
AEA4532; ATR-72;15/04/18;12:20;MENORCA;MAH;12;20;Despejado;1A;15/04/18;12:55;PALMA DE MALLORCA;11;21;Despejado;11;Despego;Aterrizo;0 days 00:36:00;36;1
VLG3695; AIRBUS A320;15/04/18;12:05;VALENCIA;VLC;11;26;Despejado;D14;15/04/18;12:50;IBIZA;12;20;Despejado;5;Despego;Aterrizo;0 days 00:37:00;37;0
AEA4064; ATR-72;15/04/18;12:05;VALENCIA;VLC;11;26;Despejado;R55;15/04/18;13:15;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;8;Despego;Aterrizo;0 days 01:14:00;74;1
AEA6030; EMBRAER ERJ-195;15/04/18;10:30;PALMA DE MALLORCA;PMI;11;21;Despejado;D92;15/04/18;11:55;MADRID-BARAJAS ADOLFO SUÁREZ;7;17;Abertura de claros;18;Despego;Aterrizo;0 days 01:20:00;80;0
OLY726; AIRBUS A321;15/04/18;8:45;TENERIFE SUR;TFS;17;23;Despejado;11;15/04/18;9:20;FUERTEVENTURA;16;24;Despejado;4;Despego;Aterrizo;0 days 00:48:00;48;1
IBB152; ATR-72;15/04/18;11:10;TENERIFE SUR;TFS;17;23;Despejado;26;15/04/18;11:45;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:34:00;34;1
VLG2655; AIRBUS A320;15/04/18;11:35;MALAGA-COSTA DEL SOL;AGP;14;23;Despejado;D64;15/04/18;13:15;SANTIAGO;10;15;Lluvia débil;2;Despego;Aterrizo;0 days 01:27:00;87;1
AEA9463; ATR-72;15/04/18;11:20;TENERIFE NORTE;TFN;17;23;Despejado;4B;15/04/18;11:55;LA PALMA;17;23;Abertura de claros;2;Despego;Aterrizo;0 days 00:36:00;36;0
IBB110; ATR-42/72;15/04/18;11:30;TENERIFE NORTE;TFN;17;23;Despejado;3;15/04/18;12:00;GRAN CANARIA;17;23;Abertura de claros;12;Despego;Aterrizo;0 days 00:36:00;36;1
IBB6810; BOMBARDIER CRJ-1000;15/04/18;11:00;GRAN CANARIA;LPA;17;23;Abertura de claros;A09;15/04/18;11:30;TENERIFE NORTE;17;23;Despejado;4;Despego;Aterrizo;0 days 00:24:00;24;1
CNF722; ATR-42/72;15/04/18;11:45;LANZAROTE;ACE;15;25;Despejado;P3;15/04/18;12:30;GRAN CANARIA;17;23;Abertura de claros;13;Despego;Aterrizo;0 days 00:48:00;48;0
AEA9401; ATR-72;15/04/18;11:10;GRAN CANARIA;LPA;17;23;Abertura de claros;A15;15/04/18;11:40;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:34:00;34;1
LLX5072; AIRBUS A321;15/04/18;11:30;GRAN CANARIA;LPA;17;23;Abertura de claros;C08;15/04/18;12:10;FUERTEVENTURA;16;24;Despejado;4;Despego;Aterrizo;0 days 00:38:00;38;1
IBB127; ATR-72;15/04/18;11:30;GRAN CANARIA;LPA;17;23;Abertura de claros;A13;15/04/18;12:00;TENERIFE NORTE;17;23;Despejado;2;Despego;Aterrizo;0 days 00:26:00;26;0
IBE8790; ATR-72;15/04/18;11:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K72;15/04/18;13:25;MELILLA;14;19;Despejado;1;Despego;Aterrizo;0 days 01:39:00;99;1
IBE0532; AIRBUS A319;15/04/18;11:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K91;15/04/18;12:50;VIGO;11;15;Lluvia débil;2;Despego;Aterrizo;0 days 01:13:00;73;0
RYR6384; BOEING 737-800 WINGLETS;15/04/18;11:15;BARCELONA-EL PRAT;BCN;14;22;Nubes altas;R13;15/04/18;12:45;SANTANDER-SEVE BALLESTEROS;12;16;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:24:00;84;0
IBE0554; AIRBUS A319;15/04/18;11:55;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K69;15/04/18;13:05;SANTANDER-SEVE BALLESTEROS;12;16;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:15:00;75;1
VLG2251; 32A;15/04/18;10:00;SEVILLA;SVQ;8;19;Nubosidad variable;3;15/04/18;11:35;BARCELONA-EL PRAT;14;22;Nubes altas;7;Despego;Aterrizo;0 days 01:34:00;94;1
VLG1671; 32A;15/04/18;10:15;SANTIAGO;SCQ;10;15;Lluvia débil;9;15/04/18;11:55;BARCELONA-EL PRAT;14;22;Nubes altas;7;Despego;Aterrizo;0 days 01:32:00;92;0
IBE8646; BOMBARDIER CRJ-1000;15/04/18;12:15;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K96;15/04/18;13:20;GRANADA-JAÉN F.G.L.;6;21;Despejado;3;Despego;Aterrizo;0 days 00:58:00;58;0
IBB211; ATR-42/72;15/04/18;11:10;FUERTEVENTURA;FUE;16;24;Despejado;12;15/04/18;11:50;GRAN CANARIA;17;23;Abertura de claros;11;Despego;Aterrizo;0 days 00:42:00;42;0
IBB423; ATR-42/72;15/04/18;11:20;FUERTEVENTURA;FUE;16;24;Despejado;4;15/04/18;12:10;TENERIFE NORTE;17;23;Despejado;1;Despego;Aterrizo;0 days 00:46:00;46;0
IBE8598; CANADAIR CRJ-900;15/04/18;12:05;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;K80;15/04/18;13:15;ALMERIA;11;20;Despejado;1;Despego;Aterrizo;0 days 00:57:00;57;0
IBE0410; AIRBUS A320;15/04/18;11:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;7;17;Abertura de claros;J48;15/04/18;12:55;JEREZ DE LA FRONTERA;10;18;Nubosidad variable;2;Despego;Aterrizo;0 days 01:06:00;66;0
